Gene,Importance,symbol,name
ENSG00000108176,6.45612906167529e-06,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
ENSG00000165629,6.453817049465552e-06,ATP5F1C,ATP synthase F1 subunit gamma
ENSG00000012660,6.451085908006864e-06,ELOVL5,ELOVL fatty acid elongase 5
ENSG00000125144,6.451049082444374e-06,MT1G,metallothionein 1G
ENSG00000235174,6.430080046043195e-06,RPL39P3,ribosomal protein L39 pseudogene 3
ENSG00000110955,6.419636885890892e-06,ATP5F1B,ATP synthase F1 subunit beta
ENSG00000262902,6.4188960509499885e-06,MTCO1P40,MT-CO1 pseudogene 40
ENSG00000116133,6.4106189275689925e-06,DHCR24,24-dehydrocholesterol reductase
ENSG00000211653,6.39556849223148e-06,IGLV1-40,immunoglobulin lambda variable 1-40
ENSG00000126709,6.387434906029845e-06,IFI6,interferon alpha inducible protein 6
ENSG00000211935,6.371371468628903e-06,IGHV1-3,immunoglobulin heavy variable 1-3
ENSG00000138061,6.365632541253303e-06,CYP1B1,cytochrome P450 family 1 subfamily B member 1
ENSG00000211978,6.365022130423502e-06,IGHV5-78,immunoglobulin heavy variable 5-78 (pseudogene)
ENSG00000130300,6.363337936837778e-06,PLVAP,plasmalemma vesicle associated protein
ENSG00000125148,6.353850523378116e-06,MT2A,metallothionein 2A
ENSG00000104870,6.330037074319318e-06,FCGRT,Fc gamma receptor and transporter
ENSG00000115457,6.3136661612485065e-06,IGFBP2,insulin like growth factor binding protein 2
ENSG00000068697,6.294256490952307e-06,LAPTM4A,lysosomal protein transmembrane 4 alpha
ENSG00000134352,6.2635928664635614e-06,IL6ST,interleukin 6 cytokine family signal transducer
ENSG00000114631,6.2597809076682345e-06,PODXL2,podocalyxin like 2
ENSG00000111639,6.243902439025737e-06,MRPL51,mitochondrial ribosomal protein L51
ENSG00000230076,6.238240604428276e-06,RPL10P6,ribosomal protein L10 pseudogene 6
ENSG00000242887,6.218314839586045e-06,IGHJ3,immunoglobulin heavy joining 3
ENSG00000086061,6.216787691886863e-06,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1
ENSG00000211659,6.188757091284212e-06,IGLV3-25,immunoglobulin lambda variable 3-25
ENSG00000180694,6.183574879227098e-06,TMEM64,transmembrane protein 64
ENSG00000111371,6.083798871751764e-06,SLC38A1,solute carrier family 38 member 1
ENSG00000142089,6.027542628367662e-06,IFITM3,interferon induced transmembrane protein 3
ENSG00000266412,5.998125585754366e-06,NCOA4,nuclear receptor coactivator 4
ENSG00000140379,5.992509363298727e-06,BCL2A1,BCL2 related protein A1
ENSG00000135535,5.959031657355569e-06,CD164,CD164 molecule
ENSG00000171560,5.904059040590703e-06,FGA,fibrinogen alpha chain
ENSG00000234124,5.7580525782493645e-06,CSN1S2AP,"casein alpha s2 like A, pseudogene"
ENSG00000171564,5.55877243775351e-06,FGB,fibrinogen beta chain
ENSG00000211670,5.394571884309042e-06,IGLV3-9,immunoglobulin lambda variable 3-9
ENSG00000138326,5.042016806723193e-06,RPS24,ribosomal protein S24
ENSG00000125991,5.015673981191553e-06,ERGIC3,ERGIC and golgi 3
ENSG00000110321,4.550062222208977e-06,EIF4G2,eukaryotic translation initiation factor 4 gamma 2
ENSG00000065361,4.446145127389871e-06,ERBB3,erb-b2 receptor tyrosine kinase 3
ENSG00000183291,4.42453329582553e-06,SELENOF,selenoprotein F
ENSG00000211652,4.381100576834866e-06,IGLV7-43,immunoglobulin lambda variable 7-43
ENSG00000198682,4.377440741077126e-06,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2
ENSG00000242265,4.37067366518655e-06,PEG10,paternally expressed 10
ENSG00000167815,4.3440075608681805e-06,PRDX2,peroxiredoxin 2
ENSG00000207445,4.337127206723295e-06,SNORD15B,"small nucleolar RNA, C/D box 15B"
ENSG00000246705,4.335628389646243e-06,H2AJ,H2A.J histone
ENSG00000106538,4.335401213647688e-06,RARRES2,retinoic acid receptor responder 2
ENSG00000138434,4.331576057815471e-06,ITPRID2,ITPR interacting domain containing 2
ENSG00000110092,4.327760696355374e-06,CCND1,cyclin D1
ENSG00000066583,4.322929268490597e-06,ISOC1,isochorismatase domain containing 1
ENSG00000205426,4.31963980711201e-06,KRT81,keratin 81
ENSG00000160932,4.316796839144439e-06,LY6E,lymphocyte antigen 6 family member E
ENSG00000116752,4.314572414922744e-06,BCAS2,BCAS2 pre-mRNA processing factor
ENSG00000140105,4.3106546652038896e-06,WARS1,tryptophanyl-tRNA synthetase 1
ENSG00000260260,4.306864064606267e-06,SNHG19,small nucleolar RNA host gene 19
ENSG00000283498,4.298186702485236e-06,MIR1244-2,microRNA 1244-2
ENSG00000091947,4.295193053866014e-06,TMEM101,transmembrane protein 101
ENSG00000279483,4.294028514044696e-06,,
ENSG00000090382,4.29175568556136e-06,LYZ,lysozyme
ENSG00000281990,4.283794301960152e-06,IGHV1-69-2,immunoglobulin heavy variable 1-69-2
ENSG00000126247,4.283272584996768e-06,CAPNS1,calpain small subunit 1
ENSG00000206585,4.282766458802741e-06,RNVU1-7,"RNA, variant U1 small nuclear 7"
ENSG00000148672,4.282055696858093e-06,GLUD1,glutamate dehydrogenase 1
ENSG00000095321,4.270050650007749e-06,CRAT,carnitine O-acetyltransferase
ENSG00000175895,4.264588387304396e-06,PLEKHF2,pleckstrin homology and FYVE domain containing 2
ENSG00000064886,4.258103809499505e-06,CHI3L2,chitinase 3 like 2
ENSG00000132746,4.255136619054175e-06,ALDH3B2,aldehyde dehydrogenase 3 family member B2
ENSG00000213585,4.254128183599499e-06,VDAC1,voltage dependent anion channel 1
ENSG00000165272,4.234856151081635e-06,AQP3,aquaporin 3 (Gill blood group)
ENSG00000089220,4.232611174460058e-06,PEBP1,phosphatidylethanolamine binding protein 1
ENSG00000086062,4.230577535161126e-06,B4GALT1,"beta-1,4-galactosyltransferase 1"
ENSG00000042493,4.230335021611334e-06,CAPG,"capping actin protein, gelsolin like"
ENSG00000131669,4.227168247363844e-06,NINJ1,ninjurin 1
ENSG00000204389,4.215256723790557e-06,HSPA1A,heat shock protein family A (Hsp70) member 1A
ENSG00000164326,4.20345748523297e-06,CARTPT,CART prepropeptide
ENSG00000159335,4.195345788269652e-06,PTMS,parathymosin
ENSG00000172270,4.1830065359518805e-06,BSG,basigin (Ok blood group)
ENSG00000169715,4.169924420119592e-06,MT1E,metallothionein 1E
ENSG00000270722,4.142394822006309e-06,RNVU1-31,"RNA, variant U1 small nuclear 31"
ENSG00000107223,4.129752960084022e-06,EDF1,endothelial differentiation related factor 1
ENSG00000211664,4.1120575914894e-06,IGLV2-18,immunoglobulin lambda variable 2-18
ENSG00000124107,3.940886699508327e-06,SLPI,secretory leukocyte peptidase inhibitor
ENSG00000104267,3.936039360482056e-06,CA2,carbonic anhydrase 2
ENSG00000133321,3.936039360396035e-06,PLAAT4,phospholipase A and acyltransferase 4
ENSG00000160789,3.936039360394483e-06,LMNA,lamin A/C
ENSG00000227234,3.936039360393834e-06,SPANXB1,SPANX family member B1
ENSG00000168530,3.6697247706423945e-06,MYL1,myosin light chain 1
ENSG00000196754,3.636363636364829e-06,S100A2,S100 calcium binding protein A2
ENSG00000240382,3.59550561797794e-06,IGKV1-17,immunoglobulin kappa variable 1-17
ENSG00000142102,3.563474387528709e-06,PGGHG,protein-glucosylgalactosylhydroxylysine glucosidase
ENSG00000198918,3.563474387528243e-06,RPL39,ribosomal protein L39
ENSG00000134107,3.5603679156329746e-06,BHLHE40,basic helix-loop-helix family member e40
ENSG00000211666,2.3976616891867235e-06,IGLV2-14,immunoglobulin lambda variable 2-14
ENSG00000008988,2.243147947881853e-06,RPS20,ribosomal protein S20
ENSG00000252316,2.2394119588470834e-06,RNY4,"RNA, Ro60-associated Y4"
ENSG00000145741,2.2065921941801576e-06,BTF3,basic transcription factor 3
ENSG00000211967,2.197766681217712e-06,IGHV3-53,immunoglobulin heavy variable 3-53
ENSG00000156096,2.1974698545124484e-06,UGT2B4,UDP glucuronosyltransferase family 2 member B4
ENSG00000105701,2.1945587443792022e-06,FKBP8,FKBP prolyl isomerase 8
ENSG00000211946,2.185792349726742e-06,IGHV3-20,immunoglobulin heavy variable 3-20
ENSG00000212232,2.185598467243032e-06,SNORD17,"small nucleolar RNA, C/D box 17"
ENSG00000210196,2.185406805888113e-06,MT-TP,tRNA-Pro
ENSG00000102316,2.180166540503913e-06,MAGED2,MAGE family member D2
ENSG00000074201,2.1738353176728613e-06,CLNS1A,chloride nucleotide-sensitive channel 1A
ENSG00000188895,2.1737949024508373e-06,MSL1,MSL complex subunit 1
ENSG00000106483,2.173666930827432e-06,SFRP4,secreted frizzled related protein 4
ENSG00000164125,2.1735278483253943e-06,GASK1B,golgi associated kinase 1B
ENSG00000143153,2.1708848164700565e-06,ATP1B1,ATPase Na+/K+ transporting subunit beta 1
ENSG00000134533,2.1619043834204506e-06,RERG,RAS like estrogen regulated growth inhibitor
ENSG00000128283,2.1611215209424445e-06,CDC42EP1,CDC42 effector protein 1
ENSG00000198804,2.1588715151863844e-06,MT-CO1,cytochrome c oxidase subunit I
ENSG00000135624,2.1562933014446573e-06,CCT7,chaperonin containing TCP1 subunit 7
ENSG00000187244,2.156163297662453e-06,BCAM,basal cell adhesion molecule (Lutheran blood group)
ENSG00000211947,2.156070072278209e-06,IGHV3-21,immunoglobulin heavy variable 3-21
ENSG00000135387,2.146210596914823e-06,CAPRIN1,cell cycle associated protein 1
ENSG00000124664,2.144729207930573e-06,SPDEF,SAM pointed domain containing ETS transcription factor
ENSG00000074696,2.138948072022125e-06,HACD3,3-hydroxyacyl-CoA dehydratase 3
ENSG00000165527,2.138322753090888e-06,ARF6,ARF GTPase 6
ENSG00000256148,2.1377193829189428e-06,,
ENSG00000185215,2.1361815754343824e-06,TNFAIP2,TNF alpha induced protein 2
ENSG00000096696,2.1342819030680537e-06,DSP,desmoplakin
ENSG00000173801,2.133193451795416e-06,JUP,junction plakoglobin
ENSG00000106541,2.1304926764332305e-06,AGR2,"anterior gradient 2, protein disulphide isomerase family member"
ENSG00000141232,2.126696041306592e-06,TOB1,"transducer of ERBB2, 1"
ENSG00000140284,2.124833997344029e-06,SLC27A2,solute carrier family 27 member 2
ENSG00000135346,2.1219188731900747e-06,CGA,"glycoprotein hormones, alpha polypeptide"
ENSG00000102007,2.121425237011236e-06,PLP2,proteolipid protein 2
ENSG00000225840,2.111127400674921e-06,,
ENSG00000188505,2.1059559065522733e-06,NCCRP1,"NCCRP1, F-box associated domain containing"
ENSG00000179862,2.102496714857371e-06,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
ENSG00000105372,2.0896821941663853e-06,RPS19,ribosomal protein S19
ENSG00000177954,2.087410306589101e-06,RPS27,ribosomal protein S27
ENSG00000135821,2.080624187256243e-06,GLUL,glutamate-ammonia ligase
ENSG00000122862,2.073882047958709e-06,SRGN,serglycin
ENSG00000168028,2.0578778135050825e-06,RPSA,ribosomal protein SA
ENSG00000112559,2.052597819115849e-06,MDFI,MyoD family inhibitor
ENSG00000110651,1.970443349754429e-06,CD81,CD81 molecule
ENSG00000099795,1.970443349753676e-06,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
ENSG00000128272,1.96801968020816e-06,ATF4,activating transcription factor 4
ENSG00000134824,1.9680196801976863e-06,FADS2,fatty acid desaturase 2
ENSG00000221716,3.300768396663846e-07,SNORA11,"small nucleolar RNA, H/ACA box 11"
ENSG00000248527,1.9445389389077819e-07,MTATP6P1,MT-ATP6 pseudogene 1
ENSG00000113384,1.914345980339701e-07,GOLPH3,golgi phosphoprotein 3
ENSG00000121858,5.9165831384148114e-08,TNFSF10,TNF superfamily member 10
ENSG00000135916,4.660193984462159e-17,ITM2C,integral membrane protein 2C
ENSG00000185650,2.422960609016393e-17,ZFP36L1,ZFP36 like 1 zinc finger CCCH-type
ENSG00000006125,1.5656923940385118e-17,AP2B1,adaptor related protein complex 2 subunit beta 1
ENSG00000243264,1.1117792395857177e-17,IGKV2D-29,immunoglobulin kappa variable 2D-29
ENSG00000140990,9.596342633063056e-18,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10
ENSG00000243466,4.4616304294949495e-18,IGKV1-5,immunoglobulin kappa variable 1-5
ENSG00000130724,4.397247221081804e-18,CHMP2A,charged multivesicular body protein 2A
ENSG00000145592,4.135232410957045e-18,RPL37,ribosomal protein L37
ENSG00000101166,3.9296359175319244e-18,PRELID3B,PRELI domain containing 3B
ENSG00000163344,3.798798885576468e-18,PMVK,phosphomevalonate kinase
ENSG00000108244,3.2004735064698934e-18,KRT23,keratin 23
ENSG00000167183,3.1056165929812148e-18,PRR15L,proline rich 15 like
ENSG00000135480,2.8587434786609547e-18,KRT7,keratin 7
ENSG00000082781,2.7220104882974785e-18,ITGB5,integrin subunit beta 5
ENSG00000211660,2.6263522140848762e-18,IGLV2-23,immunoglobulin lambda variable 2-23
ENSG00000149932,2.2617818970057067e-18,TMEM219,transmembrane protein 219
ENSG00000233913,2.2372999661170983e-18,RPL10P9,ribosomal protein L10 pseudogene 9
ENSG00000167460,2.216400882779601e-18,TPM4,tropomyosin 4
ENSG00000101161,1.9874621477622708e-18,PRPF6,pre-mRNA processing factor 6
ENSG00000171863,1.8122404749768265e-18,RPS7,ribosomal protein S7
ENSG00000171557,1.8068609164203733e-18,FGG,fibrinogen gamma chain
ENSG00000125356,1.7697515284436485e-18,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1
ENSG00000169976,1.758013288726018e-18,SF3B5,splicing factor 3b subunit 5
ENSG00000211962,1.7080969685636145e-18,IGHV1-46,immunoglobulin heavy variable 1-46
ENSG00000189060,1.6766490235966458e-18,H1-0,H1.0 linker histone
ENSG00000161634,1.6070871019888968e-18,DCD,dermcidin
ENSG00000132341,1.5562654637473405e-18,RAN,"RAN, member RAS oncogene family"
ENSG00000182580,1.5319790604701472e-18,EPHB3,EPH receptor B3
ENSG00000129103,1.4031541816879341e-18,SUMF2,sulfatase modifying factor 2
ENSG00000185624,1.3617013790366097e-18,P4HB,prolyl 4-hydroxylase subunit beta
ENSG00000162734,1.3510692956621645e-18,PEA15,proliferation and apoptosis adaptor protein 15
ENSG00000188508,1.342180802823798e-18,KRTDAP,keratinocyte differentiation associated protein
ENSG00000200795,1.3240422615957694e-18,RNU4-1,"RNA, U4 small nuclear 1"
ENSG00000124767,1.2553818549345117e-18,GLO1,glyoxalase I
ENSG00000104321,1.236008314029369e-18,TRPA1,transient receptor potential cation channel subfamily A member 1
ENSG00000167468,1.1890565160840605e-18,GPX4,glutathione peroxidase 4
ENSG00000251039,1.1823343649340274e-18,IGKV2D-40,immunoglobulin kappa variable 2D-40
ENSG00000113732,1.1723039296375992e-18,ATP6V0E1,ATPase H+ transporting V0 subunit e1
ENSG00000251562,1.161665841819874e-18,MALAT1,metastasis associated lung adenocarcinoma transcript 1
ENSG00000006831,1.1445884552628388e-18,ADIPOR2,adiponectin receptor 2
ENSG00000148346,1.1415845806847065e-18,LCN2,lipocalin 2
ENSG00000211625,9.792767197747837e-19,IGKV3D-20,immunoglobulin kappa variable 3D-20
ENSG00000211938,9.609799295115802e-19,IGHV3-7,immunoglobulin heavy variable 3-7
ENSG00000238554,8.4626655636653205e-19,RNU1-88P,"RNA, U1 small nuclear 88, pseudogene"
ENSG00000112996,8.400386679548814e-19,MRPS30,mitochondrial ribosomal protein S30
ENSG00000116774,8.374671885131833e-19,OLFML3,olfactomedin like 3
ENSG00000204710,6.846006713012795e-19,SPDYC,speedy/RINGO cell cycle regulator family member C
ENSG00000173372,6.518366260727782e-19,C1QA,complement C1q A chain
ENSG00000117595,5.797808702389258e-19,IRF6,interferon regulatory factor 6
ENSG00000211895,5.452771441536162e-19,IGHA1,immunoglobulin heavy constant alpha 1
ENSG00000211648,5.378632208479745e-19,IGLV1-47,immunoglobulin lambda variable 1-47
ENSG00000263934,4.769721397225378e-19,SNORD3A,"small nucleolar RNA, C/D box 3A"
ENSG00000241351,4.706192145943347e-19,IGKV3-11,immunoglobulin kappa variable 3-11
ENSG00000187514,4.2152852806624383e-19,PTMA,prothymosin alpha
ENSG00000156482,4.1187085773529854e-19,RPL30,ribosomal protein L30
ENSG00000157601,4.0779287930209953e-19,MX1,MX dynamin like GTPase 1
ENSG00000197977,3.927069872227772e-19,ELOVL2,ELOVL fatty acid elongase 2
ENSG00000211637,3.735454742419236e-19,IGLV4-69,immunoglobulin lambda variable 4-69
ENSG00000182326,3.6286060938348464e-19,C1S,complement C1s
ENSG00000166710,3.3181005113326887e-19,B2M,beta-2-microglobulin
ENSG00000112685,3.2344893252181833e-19,EXOC2,exocyst complex component 2
ENSG00000137801,2.9299129295894163e-19,THBS1,thrombospondin 1
ENSG00000156234,2.834352040858692e-19,CXCL13,C-X-C motif chemokine ligand 13
ENSG00000143369,2.8307930864225707e-19,ECM1,extracellular matrix protein 1
ENSG00000128245,2.7829115518805323e-19,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
ENSG00000235123,2.641456196107519e-19,DSCAM-AS1,DSCAM antisense RNA 1
ENSG00000173726,2.60336049805077e-19,TOMM20,translocase of outer mitochondrial membrane 20
ENSG00000161395,2.5143641208459057e-19,PGAP3,post-GPI attachment to proteins phospholipase 3
ENSG00000100304,1.9187271115407591e-19,TTLL12,tubulin tyrosine ligase like 12
ENSG00000172809,1.8928782385041071e-19,RPL38,ribosomal protein L38
ENSG00000100362,1.85928826399138e-19,PVALB,parvalbumin
ENSG00000108654,1.6842205599194141e-19,DDX5,DEAD-box helicase 5
ENSG00000096006,1.680337550784041e-19,CRISP3,cysteine rich secretory protein 3
ENSG00000134308,1.5556963296381157e-19,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
ENSG00000200959,1.3430117233369157e-19,SNORA74A,"small nucleolar RNA, H/ACA box 74A"
ENSG00000095739,1.1644742431849102e-19,BAMBI,BMP and activin membrane bound inhibitor
ENSG00000270550,1.149602023114081e-19,IGHV3-30,immunoglobulin heavy variable 3-30
ENSG00000110958,9.361522567788144e-20,PTGES3,prostaglandin E synthase 3
ENSG00000100823,7.564156871072859e-20,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1
ENSG00000162244,7.370997463959516e-20,RPL29,ribosomal protein L29
ENSG00000276213,6.796183049527471e-20,Metazoa_SRP,Metazoan signal recognition particle RNA
ENSG00000114867,5.339798577143077e-20,EIF4G1,eukaryotic translation initiation factor 4 gamma 1
ENSG00000276775,4.80096443081164e-20,IGHV4-4,immunoglobulin heavy variable 4-4
ENSG00000211899,4.049225902567803e-20,IGHM,immunoglobulin heavy constant mu
ENSG00000130303,3.3561397775444384e-20,BST2,bone marrow stromal cell antigen 2
ENSG00000177697,3.2319160824667484e-20,CD151,CD151 molecule (Raph blood group)
ENSG00000129538,2.7808015299653955e-20,RNASE1,"ribonuclease A family member 1, pancreatic"
ENSG00000197043,1.8106116544850762e-20,ANXA6,annexin A6
ENSG00000143753,1.3946603284547215e-20,DEGS1,"delta 4-desaturase, sphingolipid 1"
ENSG00000231475,1.311404378080722e-20,IGHV4-30-2,immunoglobulin heavy variable 4-30-2
ENSG00000252010,1.2997732971221736e-20,SCARNA5,small Cajal body-specific RNA 5
ENSG00000117691,1.0477171706918751e-20,NENF,neudesin neurotrophic factor
ENSG00000211949,8.528462191907915e-21,IGHV3-23,immunoglobulin heavy variable 3-23
ENSG00000077942,6.4900723496355945e-21,FBLN1,fibulin 1
ENSG00000188257,1.4461521080599094e-21,PLA2G2A,phospholipase A2 group IIA
ENSG00000197756,0.0,RPL37A,ribosomal protein L37a
ENSG00000211937,0.0,IGHV2-5,immunoglobulin heavy variable 2-5
ENSG00000211950,0.0,IGHV1-24,immunoglobulin heavy variable 1-24
ENSG00000211956,0.0,IGHV4-34,immunoglobulin heavy variable 4-34
ENSG00000211951,0.0,IGHV2-26,immunoglobulin heavy variable 2-26
ENSG00000104805,0.0,NUCB1,nucleobindin 1
ENSG00000105193,0.0,RPS16,ribosomal protein S16
ENSG00000211663,0.0,IGLV3-19,immunoglobulin lambda variable 3-19
ENSG00000211677,0.0,IGLC2,immunoglobulin lambda constant 2
ENSG00000200156,0.0,RNU5B-1,"RNA, U5B small nuclear 1"
ENSG00000111885,0.0,MAN1A1,mannosidase alpha class 1A member 1
ENSG00000112562,0.0,SMOC2,SPARC related modular calcium binding 2
ENSG00000198788,0.0,MUC2,"mucin 2, oligomeric mucus/gel-forming"
ENSG00000211598,0.0,IGKV4-1,immunoglobulin kappa variable 4-1
ENSG00000211639,0.0,IGLV4-60,immunoglobulin lambda variable 4-60
ENSG00000108298,0.0,RPL19,ribosomal protein L19
ENSG00000206702,0.0,RNU1-11P,"RNA, U1 small nuclear 11, pseudogene"
ENSG00000206588,0.0,RNU1-28P,"RNA, U1 small nuclear 28, pseudogene"
ENSG00000108468,0.0,CBX1,chromobox 1
ENSG00000282122,0.0,IGHV7-4-1,immunoglobulin heavy variable 7-4-1
ENSG00000280411,0.0,IGHV1-69D,immunoglobulin heavy variable 1-69D
ENSG00000035862,0.0,TIMP2,TIMP metallopeptidase inhibitor 2
ENSG00000266019,0.0,MIR3609,microRNA 3609
ENSG00000265929,0.0,MIR5195,microRNA 5195
ENSG00000275896,0.0,PRSS2,serine protease 2
ENSG00000057608,0.0,GDI2,GDP dissociation inhibitor 2
ENSG00000199629,0.0,RNU1-14P,"RNA, U1 small nuclear 14, pseudogene"
ENSG00000201098,0.0,RNY1,"RNA, Ro60-associated Y1"
ENSG00000201998,0.0,SNORA23,"small nucleolar RNA, H/ACA box 23"
ENSG00000135404,0.0,CD63,CD63 molecule
ENSG00000130402,0.0,ACTN4,actinin alpha 4
ENSG00000223350,0.0,IGLV9-49,immunoglobulin lambda variable 9-49
ENSG00000225523,0.0,IGKV6D-21,immunoglobulin kappa variable 6D-21 (non-functional)
ENSG00000227063,0.0,RPL41P1,ribosomal protein L41 pseudogene 1
ENSG00000160862,0.0,AZGP1,"alpha-2-glycoprotein 1, zinc-binding"
ENSG00000165283,0.0,STOML2,stomatin like 2
ENSG00000096384,0.0,HSP90AB1,heat shock protein 90 alpha family class B member 1
ENSG00000125868,0.0,DSTN,"destrin, actin depolymerizing factor"
ENSG00000212609,0.0,RNU1-139P,"RNA, U1 small nuclear 139, pseudogene"
ENSG00000161016,0.0,RPL8,ribosomal protein L8
ENSG00000158747,0.0,NBL1,"NBL1, DAN family BMP antagonist"
ENSG00000196126,0.0,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
ENSG00000237550,0.0,,
ENSG00000239710,0.0,RN7SL692P,"RNA, 7SL, cytoplasmic 692, pseudogene"
ENSG00000170458,0.0,CD14,CD14 molecule
ENSG00000244038,0.0,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
ENSG00000140443,0.0,IGF1R,insulin like growth factor 1 receptor
ENSG00000140319,0.0,SRP14,signal recognition particle 14
ENSG00000242559,0.0,RN7SL144P,"RNA, 7SL, cytoplasmic 144, pseudogene"
ENSG00000241294,0.0,IGKV2-24,immunoglobulin kappa variable 2-24
ENSG00000159189,0.0,C1QC,complement C1q C chain
ENSG00000242372,0.0,EIF6,eukaryotic translation initiation factor 6
ENSG00000178473,0.0,UCN3,urocortin 3
ENSG00000151929,0.0,BAG3,BAG cochaperone 3
ENSG00000142875,0.0,PRKACB,protein kinase cAMP-activated catalytic subunit beta
ENSG00000251705,0.0,LOC124907582,5.8S ribosomal RNA
ENSG00000063177,0.0,RPL18,ribosomal protein L18
ENSG00000142541,0.0,RPL13A,ribosomal protein L13a
ENSG00000171223,0.0,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit"
ENSG00000143632,0.0,ACTA1,"actin alpha 1, skeletal muscle"
ENSG00000149806,0.0,FAU,FAU ubiquitin like and ribosomal protein S30 fusion
